id,name,definition,synonyms,mms_code,cn_name,chapter,source,dermo_id,doid_id,orpha_codes,rsdb_id,snomed,omim,umls,mesh,genes,num_hpo,image_count,num_synonyms,has_def,is_leaf
icd11:1117838449,Abetalipoproteinaemia,"Abetalipoproteinemia/ homozygous familial hypobetalipoproteinemia (ABL/HoFHBL) is a severe form of familial hypobetalipoproteinemia (see this term) characterised by permanently low levels (below the 5th percentile) of apolipoprotein B and LDL cholesterol, and by growth delay, malabsorption, hepatomegaly, and neurological and neuromuscular manifestations. Abetalipoproteinemia is inherited in a recessive manner and is a result of mutations of two alleles of the MTTP gene (MTP; 4q24). Other severe ",ABL - [abetalipoproteinemia] | Apolipoprotein B deficiency | Bassen-Kornzweig disease | Homozygous familial hypobetalipoproteinaemia,,,14,foundation,,,,,,,,,,0,0,4,True,True
icd11:790685985,Rosacea fulminans,"Rosacea fulminans is characterised by an abrupt onset of inflammatory papules, pustules and fluctuant nodules on a background of facial oedema and erythema. It typically affects the nose, malar region, chin, and temporal and frontal regions. Seborrhoea and facial flushing frequently precede rosacea fulminans. Constitutional symptoms are usually mild with low grade fever and/or myalgia in only a minority of cases. Recurrence is rare but hypertrophic or varioliform scars may remain. Its aetiology ",Pyoderma faciale | pyoderma faciale,,,14,foundation,DERMO:0002514,,,,,,,,,0,0,2,True,False
icd11:531901221,Corticosteroid-induced skin atrophy,,,EE40.0,皮质类固醇引起的皮肤萎缩,14,foundation+mms,,,,,,,,,,0,0,0,False,True
icd11:543430701,Secondary syphilitic hepatitis,"Clinical hepatitis is rare in the secondary spirochaetal septicaemic stage. However, sometimes the picture is of severe cholestatic jaundice.",,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:309267481,Retinoid cheilitis,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:787969729,"Adult atopic eczema, impetiginized",Atopic eczema in adults (>18 years) with prominent secondary infection with Staphylococcus aureus.,"Adult atopic dermatitis, impetiginized | Infected atopic eczema of the adult",,,14,foundation,,,,,,,,,,0,0,2,True,True
icd11:1192013809,Macular amyloidosis,"Macular amyloidosis presents as confluent or rippled macular hyperpigmentation, most commonly over the backs of the shoulders and upper back. It is often pruritic and is possibly induced by rubbing and scratching. The amyloid material is thought to originate from degenerate keratinocytes.",,,,14,foundation,DERMO:0002652,,ORPHA:137814,735,,,,,,0,0,0,True,True
icd11:943373099,Adverse effects of phototherapy,,,,,14,foundation,,,,,,,,,,0,0,0,False,False
icd11:171812485,"Ulcer of skin of uncertain nature, upper limb",This denotes the presence of a skin ulcer located on an upper limb but uncertainty as to its nature. No inference as to whether the ulcer might be of serious significance (e.g. suspected skin cancer) is made.,,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:2099645070,Skin disorders involving the head and neck,"Dermatoses specific to the scalp; external ear; the eyes, eyelids and eyebrows; the lips and oral cavity; and to dermatoses specific to the skin of the head and neck",,,累及头颈部的皮肤障碍,14,foundation+mms,,,,,,,,,,0,0,0,True,False
icd11:1820197945,Hyperkeratotic seborrhoeic keratosis,A seborrhoeic keratosis with an exophytic growth pattern and prominent hyperkeratosis in addition to papillomatosis and acanthosis. Horn cysts are usually absent.,,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:213855225,Neonatal lupus erythematosus,"Neonatal lupus erythematosus results from trans-placental transfer of maternal antibodies, in particular anti-Ro/SSA and anti La/SSB. It manifests with an erythematous rash which may be obviously photosensitive and is closely associated with congenital heart block. The mother may have known lupus, especially subacute cutaneous lupus erythematosus, but she may be asymptomatic. The rash normally subsides within the first few months of life.",NLE,KA07.0,新生儿红斑狼疮,19,foundation+mms,DERMO:0001879,,,,"95609003 ""neonatal lupus erythematosus""",,,,,0,0,1,True,True
icd11:511620819,Diffuse paediatric systemic sclerosis,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:901138187,Secondary syphilis of vulva,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:283404213,Diabetic cheiroarthropathy,"Diabetic cheiroarthropathy is a condition associated with long-standing diabetes and is characterised by stiffness and contractures of the skin, soft tissues, tendon sheaths and small joints of the hands. It is associated with an increased risk of microvascular complications. Flexion contractures of the fingers may prevent apposition of opposing fingers when the hands are placed in the \""prayer\"" position. Increased glycosylation of the skin and periarticular tissue, impaired collagen degradatio",Diabetic sclerodactyly,,,14,foundation,,,,,,,,,,0,0,1,True,True
icd11:839982538,"Subcutaneous swelling, mass or lump, trunk",One or more subcutaneous soft tissue masses of undetermined or unspecified nature localised to the trunk,"chest mass | localised mass of chest | localised mass of trunk | localised swelling of chest | localised swelling of trunk | localised swelling, mass and lump, trunk",,,14,foundation,,,,,,,,,,0,0,6,True,True
icd11:593924589,Palmoplantar erythrodysaesthesia due to cytotoxic chemotherapy,,Acral erythema due to cytotoxic chemotherapy,,,14,foundation,,,,,,,,,,0,0,1,False,True
icd11:1900229795,Tyrosinaemia type 2,"Tyrosinemia type 2 is an inborn error of tyrosine metabolism characterised by hypertyrosinemia with oculocutaneous manifestations (eye redness, photophobia, excessive tearing and pain, palmoplantar hyperkeratosis) and, in some cases, intellectual deficit.",Hepatic tyrosine aminotransferase deficiency | Keratosis palmoplantaris - corneal dystrophy | Oculocutaneous tyrosinaemia | Richner-Hanhart syndrome | Tyrosine transaminase deficiency | Oculocutaneous tyrosinemia,5C50.12,高酪氨酸血症2型,05,foundation+mms,,DOID:0050725,,,,276600,,,,0,0,6,True,True
icd11:2076834974,Lichen sclerosus,"Lichen sclerosus is a chronic inflammatory dermatosis of unknown aetiology. It affects both women and men of all ages. It is characterised by the development of white, smooth, atrophic plaques on vulval and perianal skin in females and on the prepuce and glans penis in males. It often results in scar formation leading to a narrow introitus or phimosis with impairment of urinary and sexual function. The risk of anogenital squamous cell carcinoma is slightly increased. Less commonly other sites of",LS et A - [Lichen sclerosus et atrophicus] | Lichen albus | Lichen sclerosus et atrophicus | lichen sclerosus et atrophicus,EB60,硬化性苔藓,14,foundation+mms,DERMO:0000244,,,568,"25674000 ""lichen sclerosus""",,,,,3,0,4,True,False
icd11:1825957297,"Panniculitis, unspecified, ankle or foot",,"panniculitis of undetermined or unspecified etiology, ankle and foot",,,14,foundation,,,,,,,,,,0,0,1,False,False
icd11:922306744,Dental lamina cyst of the newborn,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:384984571,Certain skin disorders attributable to infection or infestation,"Infections and infestations affecting the skin incorporate both direct invasion of the skin (including associated mucous membranes, hair and nails) by microorganisms or parasites and dermatoses arising from systemic or other distant infections (e.g. viral exanthems)",skin infestation NOS,,某些归因于感染或侵染的皮肤疾患,14,foundation+mms,,,,,,,,,,0,0,1,True,False
icd11:1343350087,Genetic syndromes with poikiloderma,"Hereditary syndromes in which poikiloderma (cutaneous pigmentation, atrophy and telangiectasia) is a conspicuous feature.",,EC10,伴皮肤异色病的遗传性综合征,14,foundation+mms,,,,,,,,,,0,0,0,True,False
icd11:1480386521,Verruga peruana,"A disease caused by an infection with the gram-negative bacteria Bartonella bacilliformis. This disease is characterised by multiple nodular and red-to-purple vascular skin lesions, subsequent to Oroya fever. Transmission is through the bite of infected sandflies from the genus Lutzomyia.",Cutaneous Carrión disease | Cutaneous and mucocutaneous bartonellosis due to Bartonella bacilliformis | Peruvian wart | cutaneous and mucocutaneous bartonellosis | cutaneous bartonellosis | mucocutaneous bartonellosis | peruvian wart,1C11.01,秘鲁疣,01,foundation+mms,DERMO:0002129,,,,"186824002 ""verruga peruana"";17116008 ""verruga peruana"";240455009 ""verruga peruana""",,,,,0,13,7,True,True
icd11:88843032,Scalp-ear-nipple syndrome,"Scalp-ear-nipple syndrome is characterised by the following triad\: areas of hairless raw skin over the scalp (present at birth and healing during childhood), prominent, hypoplastic ears with almost absent pinnae, and bilateral amastia.",,,,14,foundation,,,ORPHA:2036,444,,181270,C1867020,C536623,,50,0,0,True,True
icd11:995520636,"Burn of hip or leg, except ankle or foot, deep partial thickness burn",,"Burn of hip and leg, except ankle or foot, deep second degree",ND96.2,臀或腿（除外踝或足）深层部分皮层烧伤,22,foundation+mms,,,,,,,,,,0,0,1,False,True
icd11:1910746507,Drug-induced immune thrombocytopenia,,medicament-induced immune thrombocytopenia,,,14,foundation,,,,,,,,,,0,0,1,False,True
icd11:2093578020,Burn of finger,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:2008105340,Cutaneous reactions to Cnidaria,"Adverse reactions to contact with aquatic invertebrates of the phylum Cnidaria, which includes jellyfish, Portuguese men-of-war, coral and sea anemones.",,,,14,foundation,,,,,,,,,,0,0,0,True,False
icd11:791747341,IgG4-related mediastinitis,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:168986957,Dermatosis papulosa nigra,Dermatosis papulosa nigra is a common dermatosis in individuals of African descent and is characterised by the appearance from middle age onwards of multiple small 1-3 mm diameter pigmented papules located primarily on the face. Histologically these are seborrhoeic keratoses.,DPN,,,14,foundation,DERMO:0000782,"DOID:4400 ""dermatosis papulosa nigra""",,,"103672009 ""dermatosis papulosa nigra"";254669003 ""dermatosis papulosa nigra"";25499005 ""dermatosis papulosa nigra"";254669003",125600,C0011645,C562379,,0,38,1,True,True
icd11:1890146024,Juvenile hyaline fibromatosis,"Juvenile hyaline fibromatosis (JHF) is a genetic condition characterised by papulonodular skin lesions, soft tissue masses, gingival hypertrophy, and flexion contractures of the large joints due to perivascular hyaline deposition. Typical diagnostic criteria are multiple hyaline subcutaneous fibroma, filamentous tumours of the skin, gingival fibromatosis, muscle contractures of the extremities and multiple osteolytic bone destructions."," fibromatosis hyalinica multiplex juvenilis | hyaline fibromatosis syndrome | JHF | murray-puretic-drescher syndrome | systemic hyalinosis, juvenile",,,14,foundation,DERMO:0001846,"DOID:12961 ""juvenile hyaline fibromatosis""",ORPHA:2028,,"238861002 ""juvenile hyaline fibromatosis""","608041 ""juvenile hyaline fibromatosis""",,,,6,6,5,True,True
icd11:1170570126,"Necrotising fasciitis of the vagina, vulva or perineum",,female Fournier gangrene,,,14,foundation,,,,,,,,,,0,0,1,False,False
icd11:424468630,Complications of cutaneous flaps or grafts,,,,,14,foundation,,,,,,,,,,0,0,0,False,False
icd11:1036961771,Discoid psoriasis,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:272011035,Malignant neoplasm of prepuce,,cancer of foreskin | malignant neoplasm of foreskin | malignant tumour of foreskin | malignant tumour of prepuce | primary malignant neoplasm of prepuce | malignant tumor of foreskin,,,14,foundation,,DOID:13168,,,93805009,,C0153598,,,0,0,6,False,True
icd11:1575627495,Neoscytalidium dermatomycosis,"Superficial infection of palmoplantar skin, toe webs and nails caused by the pathogenic plant fungi, Neoscytalidium dimidiatum and Neoscytalidium hyalinum. The clinical features mimic those produced by Trichophyton rubrum. Infection is usually acquired in tropical regions including the Caribbean, West Africa and Thailand.",Hendersonula dermatomycosis | Scytalidium dermatomycosis,,,14,foundation,,,,,,,,,,0,0,2,True,True
icd11:423849200,Recessive bullous dermolysis of the newborn,An autosomal recessively inherited counterpart of dominant bullous dermolysis of the newborn in which neonatal blistering gradually heals over the first few weeks or months of life.,Bullous dermolysis of the newborn (recessive) | RDEB-BDN - [recessive bullous dermolysis of the newborn] | Recessive transient bullous dermolysis of the newborn,,,14,foundation,,,,,,,,,,0,0,3,True,True
icd11:648205140,Benign vascular neoplasms of infancy or childhood,"The most common benign vascular neoplasm of infancy is infantile haemangioma. Some of the less common neoplasms are congenital haemangioma, spindle cell haemangioma, tufted angioma and kaposiform haemangioendothelioma.",,2E81.2,婴儿和儿童期良性血管肿瘤,02,foundation+mms,,,,,,,,,,0,0,0,True,False
icd11:336055701,Pseudofolliculitis barbae,"Pseudofolliculitis barbae results from shaving tightly curled beard hair, leaving sharp ends which can retract under the skin and embed, or curl over and penetrate the skin. Both events will predispose to a foreign body inflammatory reaction with papule and pustule formation. Mild cases may be transient, but severe cases are destructive with scarring. Initial inflammation is sterile, but secondary infection is not uncommon. The condition is most commonly in men of Sub-Saharan African ancestry bu",Ingrowing hairs | Shaving bumps,,,14,foundation,DERMO:0003069,,,,"399205006 ""pseudofolliculitis barbae"";201187009 ""pseudofolliculitis barbae"";238494006 ""pseudofolliculitis barbae"";21769009 ""pseudofolliculitis barbae"";55875000 ""pseudofolliculitis barbae""",,,,,0,17,2,True,True
